Infraestructura Educativa,,,,,,,,,,
Unidad,Nombre Unidad,Zona Coplademun,Escuela,Ubicación,Director,Alumnos,Nivel,Descripción Nivel,Clase,Descripción Clase
361,Santa Margarita 1ra. Sección,1A,Primaria Estatal “Reforma de 1857”  T/M,"Santa Clara Nº 493, Tel. 36411382",Dir. J. Concepción Guerrero Estrada,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Primaria Federal “Lázaro Cárdenas”  T/N,"Santa Laura Nº 169, Tel. 36238285",Dir. José Luís Tinoco Mangas,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Primaria Federal “NIÑOS HEROES”  T/V,"Santa Laura Nº 169, Tel. 12049682 y 36238285",Dir. Silvia Martínez Barba,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Primaria Federal “Isabel Verea Prieto”  T/M,"Santa Laura Nº 169, Tel. 36330183",Dir. Carmen Irma Gómez Palomar,328,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Primaria Federal “Adolfo López Mateos”  T/V,"Santa Estela Nº 810, Tel. 36330802 y 36334461",Dir. Esteban Rodríguez Pérez,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Primaria Federal “Adolfo López Mateos”  T/M,"Santa Estela Nº 810, Tel. 36334461",Dir. Juan José Hernández Ramírez,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,"PRIMARIA ""ANTONIO CASO ZAPOPAN"" T/M","SANTA LAURA 5050, TEL. 36338281

",,,3,Primaria,2,Privado
361,Santa Margarita 1ra. Sección,1A,Primaria Federal “José Ma. Morelos y Pavón”  T/V,"Cerrada Santa Laura Nº 169-A, Tel. 38331805",Dir. María Martha Velásquez Sánchez,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,"Primaria Particular ""Zapopan""  T/M",Santa Laura Nº 91,Dir. Lic. Cipriano Jara Leyva,,3,Primaria,2,Privado
361,Santa Margarita 1ra. Sección,1A,Primaria Estatal “Lázaro Cárdenas del Río”  T/M,"Santa Matilde, Tel. 33643925 y 36291785",Dir. Salvador Topete Díaz,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Primaria Federal “Venustiano Carranza”  T/M,"Cerrada Santa Laura Nº 169-A, Tel. 38331805",Dir. Eduardo Núñez Castro,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Primaria Estatal “Lázaro Cárdenas del Río”  T/V,"Santa Matilde, Tel. 36291785",Dir. Adriana del Rocío Guzmán Rodríguez,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Primaria Estatal “Reforma de 1857”  T/N,"Santa Clara Nº 493, Tel. 36297079",Dir. Ricardo Fernández Grachetto,,3,Primaria,1,Público
361,Santa Margarita 1ra. Sección,1A,"Secundaria Particular ""Zapopan"" de la UAG  T/M","Calle Santa Lacra Nº 91, Tel. 36330865 y 36488824",Dir. L.C. Cipriano Jara Castillo,,4,Secundaria,2,Privado
361,Santa Margarita 1ra. Sección,1A,Secundaria Técnica Federal Nº 47 T/MAT-VESP,"Santa Laura Nº 169, Tel. 36334888",Dir. Javier García Santana,"1,414",4,Secundaria,1,Público
361,Santa Margarita 1ra. Sección,1A,Preparatoria Zapopan,"Santa Laura Nº 91, Tel. 36330865 y 36488824",Dir. L.c. Cipriano Jara Castillo,,5,Educación Media,2,Privado
362,Santa Margarita 2da Sección,4,"PREESCOLAR ""BICENTENARIO"" T/M","SANTA MERCEDES 68
",,,2,Preescolar,2,Privado
363,Santa Margarita Residencial,4,"Preescolar ""Juan Escutia""",Calle Burgos Pitic y Marina Vallarta,,,2,Preescolar,2,Privado
363,Santa Margarita Residencial,4,"PREESCOLAR ""IGNACIO IGOR ARRIOLA HARO"" T/M","MARINA SAN CARLOS
",,,2,Preescolar,1,Público
363,Santa Margarita Residencial,4,"PRIMARIA ""ANTONIO GOMEZ ROBLEDO"" T/M","MARINA VALLARTA
",,,3,Primaria,1,Público
364,Santa Maria del Pueblito,5A,"Guarderia IMSS ""Servicios Directivos Interblancos""","Av. Vallarta Nº 547, Tel. 12043441.",Dir. Erika Karina Vargas Villicaña,,1,Inicial / Guarderia,1,Público
364,Santa Maria del Pueblito,5A,"Preescolar  Fedetral "" Agustín Yañez""","Emiliano Zapata Nº 331, (Entre Morelos y Clemente Orozco)",Dir. Ma. Aurora Gil González,,2,Preescolar,1,Público
364,Santa Maria del Pueblito,5A,"Primaria ""Basilio Vadillo""  T/N","Emiliano Zapata Nº 95, Tel. 36731558",Dir. Pablo Edgardo Delgado Hernández,,3,Primaria,1,Público
364,Santa Maria del Pueblito,5A,Primaria Estatal “Margarito Ramírez”  T/M,"Emiliano Zapata Nº 95, Tel. 36273162 y 36346034",Dir. Guadalupe Lamas,,3,Primaria,1,Público
364,Santa Maria del Pueblito,5A,Secundaria Técnica Federal Nº 51 T/MAT-VESP,"Emiliano Zapata Nº 135, Tel. 36271772",Dir. Víctor Manuel Ortiz Soto,,4,Secundaria,1,Público
364,Santa Maria del Pueblito,5A,"USAER TENANAMIKI, "" Agustín Yañez""","Emiliano Zapata Nº 331, (Entre Morelos y Clemente Orozco)",Profra. Estela Guerra Casillas,,7,Centro de Educación Especial,1,Público
365,Santa Mónica de los Chorritos,RS,Inexistente,,,,99,NINGUNO,99,NINGUNO
366,Santa Paula,1B,"Preescolar "" Telpochcalli""","Ignacio Pesqueira No 331  entre Constituyentes y Alfonso Cabrioto, 36.60.49.42",Dir. Lic. Primavera Zepeda Mendoza,,2,Preescolar,2,Privado
367,Seattle,1B,"PREESCOLAR ""INSTITUTO DEL SABER"" T/M","PAULINO NAVARRO 825
",,,2,Preescolar,2,Privado
367,Seattle,1B,"PREESCOLAR ""FRANCISCO MARQUEZ"" T/M","AVENIDA AURELIO ORTEGA 1121
",,,2,Preescolar,2,Privado
367,Seattle,1B,Primaria “Centro Educativo Freire”  T/M,"Av. D Nº 868, Tel. 38332264",Dir. Mtro. Luis Humberto Magaña Guzmán,,3,Primaria,2,Privado
367,Seattle,1B,Secundaria “Centro Educativo Freire” T/M,"Av. D Nº 868, Tel. 38332264 y 36334805
",Dir. Mtra. Mary Paz  Rodríguz Padilla,,4,Secundaria,2,Privado
367,Seattle,1B,Preparatoria “Centro Educativo Freure” T/M,"Av. D Nº 868, Tel. 38332264",Dir. Mtro. José Gabriel Casillas Velasco,,5,Educación Media,2,Privado
367,Seattle,1B,CENTRO DE ESTUDIOS UNIVERSITARIOS VERACRUZ,AVENIDA AVILA CAMACHO 225,,,8,Otros,2,Privado
368,Seattle  Habitacional ,1B,"Guarderia "" Gabriel García Marquez""",Paulino Navarro y San Jorge,,,1,Inicial / Guarderia,2,Privado
368,Seattle  Habitacional ,1B,"PREESCOLAR ""COLEGIO LIBERTAD"" T/M","PAULINO NAVARRO 825
",,,2,Preescolar,2,Privado
368,Seattle  Habitacional ,1B,"Preescolar ""Gabriel García Marquez""",Paulino Navarro y San Jorge ,,,2,Preescolar,2,Privado
368,Seattle  Habitacional ,1B,"Preescolar ""Ana Freud A.C.""",San Jorge y Paulino Navarro ,,,2,Preescolar,2,Privado
368,Seattle  Habitacional ,1B,"Preescolar ""De la Aurora""",Privada Vista Alegre y Paulino Olivera,,,2,Preescolar,,Desconocido
368,Seattle  Habitacional ,1B,Primaria “José Ma. De Yermo y Parres”  T/M,"José María Yermo y Parres Nº 125, Tel. 38333653",Dir. María del Carmen Rangel Lozada,,3,Primaria,2,Privado
368,Seattle  Habitacional ,1B,"PRIMARIA ""COLEGIO LIBERTAD"" T/M","PAULINO NAVARO 825, TEL. 31110828

",,,3,Primaria,2,Privado
368,Seattle  Habitacional ,1B,"Primaria ""Ana Freud A.C."" ",San Jorge y Paulino Navarro,,,3,Primaria,2,Privado
368,Seattle  Habitacional ,1B,"Secundaria Particular ""Yermo y Parres"" T/M","José Ma. Yermo Y Parres Nº 125, Tel. 36333231 y 38333653
",Dir. Ma. Guadalupe Cortéz Ruiz,,4,Secundaria,2,Privado
368,Seattle  Habitacional ,1B,"Secundaria "" Ana Freud A.C."" ",San Jorge y Paulino Navarro ,,,4,Secundaria,2,Privado
369,"Soledad de Nextipac, La",RS,Primaria “Miguel Hidalgo y Costilla”  T/M,Domicilio Conocido,,,3,Primaria,,Desconocido
370,Tabachines,2A,"Guarderia ""DIF, CDI Nº 6""","Paseo de las Araucarias Nº 3157, Tel. 36600861","Dir. Irma Celina Martínez Rothschild, Programa Estatal.",,1,Inicial / Guarderia,1,Público
370,Tabachines,2A,Estancia Infantil SEDESOL,"P. Magnolias y Almendros, Tel. 36600084",,,1,Inicial / Guarderia,1,Público
370,Tabachines,2A,Preescolar Federal “José Vasconcelos”  T/M,"Paseo de los Nísperos Nº 1760, Tel. 31544324",Dir. Luz María Frías Romo,,2,Preescolar,1,Público
370,Tabachines,2A,"PREESCOLAR ""AURELIO ORTEGA""T/M","PASEO DE LOS ALMENDROS 2331
",,,2,Preescolar,2,Privado
370,Tabachines,2A,"PREESCOLAR ""TORRES BODET"" T/M","PASEO DE LOS COLORINES 2691
",,,2,Preescolar,2,Privado
370,Tabachines,2A,"PREESCOLAR ""5 DE FEBRERO DE 1917"" T/V","PASEO DE LOS SAUCES 3102
",,,2,Preescolar,1,Público
370,Tabachines,2A,"Preescolar ""Colegio Tercer Milenio""  T/M","Paseo de los Frambuesos Nº 1535 (entre Tullos y Huejoles), Tel. 36610425",Dir. Profr. Carmen García Galavíz,,2,Preescolar,2,Privado
370,Tabachines,2A,"Preescolar ""Colegio Montessori Tabachines""","Paseo de las Caobas No. 3197, Tel. 36605975",Dir. Norma Derlgado Rosales ,,2,Preescolar,2,Privado
370,Tabachines,2A,"Instituto ""México Inglés""","Paseo de las Acacías No. 1365, Tel. 36606232",Dir. Profa. Blanca Ávila Villanueva,,2,Preescolar,2,Privado
370,Tabachines,2A,"PREESCOLAR ""MARIA MONTESSORI""T/M","PASEO DE LOS FRAMBOYANES 3180
",,,2,Preescolar,2,Privado
370,Tabachines,2A,Preescolar Federal “José Vasconcelos”  T/V,"Paseo de los Nísperos Nº 1760, Tel. 31544324",Dir. Silvia Peña Ibarra,224,2,Preescolar,1,Público
370,Tabachines,2A,"Preescoplar Centro de Estudios ""Summerhill""","P. Bambú No. 853, Tel. 36602069",Dir. Mónica Sainz Rodríguez,,2,Preescolar,2,Privado
370,Tabachines,2A,"Preescolar Colegio ""Nunutzikie""",Chopos de los Chopos No. 2270 Tel. 36604031 y 36605135,Dir. Martha Leticia Alonso Núñez,,2,Preescolar,2,Privado
370,Tabachines,2A,"Preescolar ""Isidro Castillo"" T/M y T/V","Paseo de los Sabinos S/N, TEL.33666311
",Dir. Profa Modesta Barrios Alvarado,,2,Preescolar,1,Público
370,Tabachines,2A,Preescolar “Sor Juana Inés de la Cruz”,"Paseo de los Ahuehuetes Nº 2371, Tel. 36602232",Dir. Profa  Anabel Alonso Núñez,,2,Preescolar,2,Privado
370,Tabachines,2A,Preescolar Estatal “Agustín de la Rosa”  T/M,"Paseo de los Sauces Nº 3102, Tel. 36601852",Dir. Margarita Almaraz Hernández,,2,Preescolar,1,Público
370,Tabachines,2A,"PRIMARIA ""CARLOS PEREYRA"" T/M","PASEO DE LOS SABINOS, TEL. 38616495

",,,3,Primaria,1,Público
370,Tabachines,2A,"PRIMARIA ""EMILIANO ZAPATA"" T/V","PASEO DE LOS SABINOS, TEL 38612735

",,,3,Primaria,1,Público
370,Tabachines,2A,"PRIMARIA ""ENRIQUE C REBSAMEN"" T/M y T/V","PASEO DE LOS AHUEHUETES 3237, TEL. 33660088 (T/M) y 36602441 (T/V)


",,,3,Primaria,1,Público
370,Tabachines,2A,Primaria “Centro de Estudios Summerhill”  T/M,"Bambúes Nº 853, Tel. 36602069",Dir. Mónica Sainz Rodríguez,,3,Primaria,2,Privado
370,Tabachines,2A,Primaria “Instituto México Ingles”  T/M,"Paseo de las Palmeras Nº 1240, Tel. 36606232 y 36606207",Dir. Blanca Oralia Ávila Villanueva,,3,Primaria,2,Privado
370,Tabachines,2A,Primaria Particular “Colegio Tercer Milenio”  T/M,"Paseo de los Frambuesos Nº 1535 (entre Tullas y Huejoles), Tel. 38610425",Dir. Prof. Carmen García Galaviz,,3,Primaria,2,Privado
370,Tabachines,2A,"PRIMARIA ""FELIPE CARRILLO PUERTO"" T/M","SABINOS, TEL. 38610746

",,,3,Primaria,1,Público
370,Tabachines,2A,Primaria “Sor Juana Inés de la Cruz”  T/M,"Paseo de los Ahuehuetes Nº 2371, Tel. 36604398 y 36630952",Dir. Profa. Anabel Alonso Núñez,,3,Primaria,2,Privado
370,Tabachines,2A,"PRIMARIA ""MARIANO AZUELA"" T/V","SABINOS
",,,3,Primaria,1,Público
370,Tabachines,2A,Primaria Urbana 1010,Paseo de los Sabinos No. 1352,,,3,Primaria,1,Público
370,Tabachines,2A,Primaria “Nunutzi kie”  T/M,"Paseo de los Chopos Nº 2270, Tel. 36604031 y 36605135",Dir. Martha Leticia Alonso Núñez,,3,Primaria,2,Privado
370,Tabachines,2A,Primaria “Colegio Montessori Tabachines”  T/M,"Paseo de la Caobas  Nº 3197, Tel. 36605975 y 36728616",Dir. Patricia Gisela Arellano Preza,,3,Primaria,2,Privado
370,Tabachines,2A,"Secundaria Estatal Técnica Nº 24 , “J. Ángel Romero Llamas” T/MAT-VESP","Paseo de los Alerces Nº 1158, Tel. 36612103",Dir. Arnulfo Ulloa Hernández,,4,Secundaria,1,Público
370,Tabachines,2A,Secundaria Federal Nº 66 T/MAT-VESP,"Paseo de los Cafetos Nº 2815, Tel. 36726796 Y 33600224
",Dir. Daniel Trujillo Cuevas,,4,Secundaria,1,Público
370,Tabachines,2A,"Secundaria Particular, “Colegio Tercer Milenio” T/M","Paseo de los Frambuesos Nº 1535, Tel. 38610425 y 38610428",Dir. Carmen García Calaviz,,4,Secundaria,2,Privado
370,Tabachines,2A,"Secundaria Particular, “Sor Juana Inés de la Cruz” T/M","Paseo de los Ahuehuetes Nº 2371, Tel. 36602232",Dir. Víctor Rogelio Soto García,,4,Secundaria,2,Privado
370,Tabachines,2A,"SECUNDARIA ""SUMMERHILL LOS BELENES ZAPOPAN"" T/M","PASEO DE LOS BAMBUES 853, TEL. 36602029

",,,4,Secundaria,2,Privado
370,Tabachines,2A,"Preparatotria ""Centro Universitario América""",Av. Tabachines y P. Araucarias,,,5,Educación Media,2,Privado
370,Tabachines,2A,"Preparatoria "" Sor Juana Inés de la Cruz "" T/M","Paseo de los Ahuhuetes Nº 2371, Tel. 36602232",Dir. Victor Rogelio Soto García,,5,Educación Media,2,Privado
370,Tabachines,2A,COLEGIO SOR JUANA INES DE LA CRUZ DE GUADALAJARA,AVENIDA TABACHINES 2348,,,5,Educación Media,2,Privado
370,Tabachines,2A,CENTRO UNIVERSITARIO AMERICA,PASEO DE LAS ARAUCARIAS 1089,,,5,Educación Media,2,Privado
370,Tabachines,2A,"Educación  Especial ""USAER Isidro Castillo""","Paseo de los Sabinos S/N, (entre Paseo de las Limas y Paseo de las Galateas), Tel. 36722786",Profra.Modesta Barrios Alvarado,113,7,Centro de Educación Especial,1,Público
371,Tepeyac,1B,"Guardería IMSS ""Imelda M. Salazar Hernández""","Industria Nº 430 (Lourdes y Juan Diego"".",,,1,Inicial / Guarderia,1,Público
371,Tepeyac,1B,"Preescolar Federal “Marcos Gonzálo Amador Medina""  T/M",San Juan Nº 180,Dir. Alicia Moreno Cisneros,,2,Preescolar,1,Público
371,Tepeyac,1B,Primaria Federal “Benito Juárez”  T/M,"Santa Lucia Nº 711, Tel. 38331997 y 11998466
",Dir. Miguel Contreras Martínez,,3,Primaria,1,Público
371,Tepeyac,1B,Secundaria Estatal “Mixta U 5”  T/V,"Juan Diego, Tel. 36368519",Dir. Mario Honorato Ruiz Leal,,4,Secundaria,1,Público
371,Tepeyac,1B,Secundaria Estatal “Mixta U 5”  T/M,"Juan Diego, Tel. 36331380 Y 36368519
",Dir. J. Jesús Sánchez Sucilla,,4,Secundaria,1,Público
371,Tepeyac,1B,"Preparatoria  ""Escuela de Pedagogia (Técnico Profesional)""","San Juan Nº 125, Tel. 36562575",Dir. Jorge H. Hernández González,,5,Educación Media,2,Privado
372,Tepeyac Casino,5A,Inexistente,,,,99,NINGUNO,99,NINGUNO
373,Tesistán,RS,"Estancia Infantil ""Federico Froebel""","Huerto 229, esquina Zaragoza",,,1,Inicial / Guarderia,1,Público
373,Tesistán,RS,"PREESCOLAR ""MARIA MONTESSORI"" T/M","PUENTE CHICO 249 C
",,,2,Preescolar,2,Privado
373,Tesistán,RS,Preescolar Federal “Tesistán”  T/V,"Lucio Blanco Nº 50, Tel. 36338133",Dir. Leticia Franco Solorio,,2,Preescolar,1,Público
373,Tesistán,RS,"Preescolar ""Colegio Calmecac"" T/M","Venustiano Carranza Nª 42, tEL. 38972144",Dir. Teresa Pérez Soto,,2,Preescolar,2,Privado
373,Tesistán,RS,Preescolar Federal “Tesistán”  T/M,"Lucio Blanco Nº 50, Tel. 38970172",Dir. Ma. Asunción Arellano Ruiz,,2,Preescolar,1,Público
373,Tesistán,RS,Primaria Estatal “Pedro Moreno”  T/V,"Jalisco Nº 169, Tel. 36330809,  31540636 y 33647127
",Dir. José de Jesús Merín Talamantes,,3,Primaria,1,Público
373,Tesistán,RS,Primaria Estatal “Pedro Moreno”  T/M,"Jalisco Nº 169, Tel. 36330809, 36368838 y 38347324
",Dir. Martha Elba Ramírez Sierra,,3,Primaria,1,Público
373,Tesistán,RS,"PRIMARIA ""AMADO NERVO"" T/M","PUENTE CHICO 730, TEL. 38970872

",,,3,Primaria,2,Privado
373,Tesistán,RS,Primaria “Colegio Calmecac”  T / Mat,"Venustiano Carranza Nº 42, Tel. 38972144",Dir. Teresa Pérez Soto,,3,Primaria,2,Privado
373,Tesistán,RS,"PRIMARIA "" HECTOR JAVIER IBARRA AVILA"" T/M","PROLONGACION MELCHOR OCAMPO 500, TEL. 31655469

",,,3,Primaria,2,Privado
374,"Tigre I, El",3,Inexistente,,,,99,NINGUNO,99,NINGUNO
375,"Tigre II, El",3,Preescolar Federal “Rosaura Zapata”  T/M,Domicilio conocido (escuela abandonada),Dir. Gabriela Romero Quiñones,,2,Preescolar,1,Público
376,"Triángulo, El",4,Inexistente,,,,99,NINGUNO,99,NINGUNO
377,"Tuzanía , La",4,Preescolar Estatal “Ramón Corona”  T/V,"Brezos Nº 470, Tel. 33644018",Dir. Martha Eugenia Mena Arreguín,140,2,Preescolar,1,Público
377,"Tuzanía , La",4,"Preescolar Federal ""Ignacio M. Altamirano”  T/V","Fresas Nº 239, Tel. 36334941",Dir. Olivia Carrillo Ramírez,,2,Preescolar,1,Público
377,"Tuzanía , La",4,"PREESCOLAR ""JUAN BAUTISTA DE LA SALLE"" T/M","PAPAYOS 1175
",,,2,Preescolar,2,Privado
377,"Tuzanía , La",4,"Preescolar Federal ""Ignacio M. Altamirano”  T/M","Fresas Nº 239, Tel. 36334941",Dir. Norma Gabriela Torrres Díaz,177,2,Preescolar,1,Público
377,"Tuzanía , La",4,"PREESCOLAR ""JOHN DEWEY"" T/M","SANTA MERCEDES 68
",,,2,Preescolar,2,Privado
377,"Tuzanía , La",4,Preescolar Estatal “Ramón Corona”  T/M,"Brezos Nº 470, Tel. 33658002",Dir. Enc. María del Pilar Delgadillo Meza,187,2,Preescolar,1,Público
377,"Tuzanía , La",4,Primaria Estatal “María Magdalena Vidaurri de Cosio”  T/M,"Los Mezquites S/N, esq. Av. Sta. Margarita  Tel. 33657331",Dir. Bertha Castellanos Ibarra,,3,Primaria,1,Público
377,"Tuzanía , La",4,Primaria “Mariano Otero”  T/V,Antiguo Camino a Tesistán Nº 450,Dir. Enc. Sergio Alejandro Hernández Carrillo,,3,Primaria,,Desconocido
377,"Tuzanía , La",4,Primaria Estatal “María Magdalena Vidaurri de Cosio”  T/V,"Los Mezquites S/N,  Tel. 33657331 ",Dir. Encarg. Vicente Leos Júarez,,3,Primaria,1,Público
377,"Tuzanía , La",4,Primaria Estatal “Ricardo Flores Magón”  T/N,"Los Mezquites S/N, Tel. 36050435",Dir. Mario Sánchez Suárez,,3,Primaria,1,Público
377,"Tuzanía , La",4,Primaria Estatal “Narciso Bassols”  T/M,"Av. Tesistán Nº 450, Tel. 36368713",Dir. Mtra. Esther Brambila Cordova,,3,Primaria,1,Público
377,"Tuzanía , La",4,Primaria Estatal “Diego Rivera”  T/V,"Tullas S/N, entre Av. de los Cedros y Antiguio Camino a Tesistan Tel. 38349053 y 36344053",Dir. José Francisco Ortiz Orozco,,3,Primaria,1,Público
377,"Tuzanía , La",4,Primaria Estatal “Benito Juárez”  T/M,"Tullas S/N,  Tel. 38349053",Dir. José Luís Iglesias Ponce,,3,Primaria,1,Público
377,"Tuzanía , La",4,"PRIMARIA ""JOHN DEWEY""T/M","AVENIDA TESISTAN 1639, TEL. 31659555

",,,3,Primaria,2,Privado
377,"Tuzanía , La",4,Secundaria Federal “Francisco Márquez” T/MAT-VESP,"Av. Tuzanía, Tel. 36369163 y 36361379
",Dir. Ing. Joaquín Raúl Cataneo Duarte,,4,Secundaria,1,Público
377,"Tuzanía , La",4,"SECUNDARIA ""JOHN DEWEY"" T/M","AVENIDA TESISTAN 1639, TEL. 31659555

",,,4,Secundaria,2,Privado
379,Unidad Auditorio,2A,"Preescolar Federal “Niño Artillero""  T/M","Volibol Nº 57, Tel. 38612330",Dir. Ma. Lourdes Castellanos Magdalena,,2,Preescolar,1,Público
379,Unidad Auditorio,2A,Preescolar Estatal “Asunción García Sancho”  T/M,"Volibol, No, 65 Esq. Club Oro Tel. 38612751 ",Dir. María Candelaria de la Rosa Espinoza,,2,Preescolar,1,Público
379,Unidad Auditorio,2A,Preescolar Estatal “Ramón García Ruiz”  T/V,"Volibol No. 65, Tel. 38612751",Dir. Alicia Romero Hernández,,2,Preescolar,1,Público
380,Unidad Cadete Francisco Marquez,6,Inexistente,,,,99,NINGUNO,99,NINGUNO
381,Unidad Gustavo Díaz Ordaz,6,"Preescolar ""Cesarina Gaona Ruiz"" T/M y T/V",Tlaltelolco No. 77 Tel. 31331493 y 36324521,Dir. Leslie Michel Arías ,,2,Preescolar,1,Público
381,Unidad Gustavo Díaz Ordaz,6,Primaria Estatal “Gustavo Díaz Ordaz  T/M,"Cancún Nº 6060, Tel. 36342154 y 36454202",Dir. Arturo Romo Atilano,,3,Primaria,1,Público
381,Unidad Gustavo Díaz Ordaz,6,"Primaria Estatal “Gustavo Díaz Ordaz""  T/V","Cancún Nº 6060, Tel. 31330293 y 36454202",Dir. Arturo Romo Atilano,,3,Primaria,1,Público
382,Unidad Fovissste (Estatuto Jurídico).,1A,"Garderia DIF.  CDI Nº 3 ""Irene Robledo García""","Av. Laureles y Períferico, Tel. 38363458 y 36337387","Dir. Ma. Del Carmen Correa Reyes, Programa Estatal",,1,Inicial / Guarderia,1,Público
382,Unidad Fovissste (Estatuto Jurídico).,1A,Preescolar Federal “Juan Luís Vives”  T/M,"Manzana 10 Nº 200, Tel. 36361956",Dir. María Elena González Rodríguez,,2,Preescolar,1,Público
382,Unidad Fovissste (Estatuto Jurídico).,1A,Primaria Federal “Gabriela Mistral”  T/V,"Calle 4, Tel. 36362314",Dir. Alicia Valdez Rodríguez,,3,Primaria,1,Público
382,Unidad Fovissste (Estatuto Jurídico).,1A,Primaria Federal “Ma. Enriqueta Carrillo Roa”  T/M,"Calle 4, Tel. 36362314",Dir. Ana Cristina Ledesma Martínez Negrete,,3,Primaria,1,Público
382,Unidad Fovissste (Estatuto Jurídico).,1A,"CAM Centro de Integración Laboral ""Benito Juárez"" (Capacitadores)","Calle Uno Nº 320, (entre Juan  Gil Preciado y Plomo), Tel. 36368538",Dir. Mtra. Martha Rodríguez Martínez,80,7,Centro de Educación Especial,1,Público
383,Unidad México,5B,"Preescolar "" Paulo Ferreire ""","Jesús Rojas No. 3870, y Av. Abedules. Tel. 35631301",Dir. Bertha Adriana González Covarrubias,,2,Preescolar,2,Privado
384,Unidad Patria,1B,"Preescolar Jean Piaget Disney School "" Walt E. Disney"" Colegio Columbia",Patria No. 2212,,,2,Preescolar,2,Privado
384,Unidad Patria,1B,"Primaria Jean Peaget Disney School "" Walt E. Disney"" Colegio Columbia",Patria No. 2212,,,3,Primaria,2,Privado
385,Unidad República,1A,"Educación Inicial ""Pinelquini"" T/M","Andaddor María Cristina Peña No. 266,",Dir. Imelda Arellano Correa,,1,Inicial / Guarderia,2,Privado
385,Unidad República,1A,"Preescolar ""Pilnequini"" T/M",Andador Ma. Cristina Peña 266 Tel. 36369592,Dir. Imelda Arellano Correa,,2,Preescolar,2,Privado
385,Unidad República,1A,IMAC Escuela de Ingles Zapopan,Av. Hidalgo 307-A Tel. 33.64.70.80,Dir. Victor Acevez vARGAS,,8,Otros,2,Privado
